"site";"month";"coreID";"taxaf";"numb"
"BR";10;"C3BR4";"Afruca_tangeri";0
"BR";10;"C3BR5";"Afruca_tangeri";0
"BR";10;"C3BR6";"Afruca_tangeri";0
"BR";10;"C3BR7";"Afruca_tangeri";0
"BR";10;"C3BR8";"Afruca_tangeri";0
"BR";10;"C3BR9";"Afruca_tangeri";0
"E";10;"C3E1";"Afruca_tangeri";0
"E";10;"C3E10";"Afruca_tangeri";0
"E";10;"C3E11";"Afruca_tangeri";0
"E";10;"C3E12";"Afruca_tangeri";0
"E";10;"C3E2";"Afruca_tangeri";0
"E";10;"C3E3";"Afruca_tangeri";1
"E";10;"C3E4";"Afruca_tangeri";0
"E";10;"C3E5";"Afruca_tangeri";0
"E";10;"C3E6";"Afruca_tangeri";7
"E";10;"C3E7";"Afruca_tangeri";0
"E";10;"C3E8";"Afruca_tangeri";0
"E";10;"C3E9";"Afruca_tangeri";1
"AD";3;"C41T1";"Afruca_tangeri";0
"AD";10;"C41T2";"Afruca_tangeri";2
"AD";10;"C42T0";"Afruca_tangeri";0
"AD";3;"C42T1";"Afruca_tangeri";0
"AD";10;"C42T2";"Afruca_tangeri";0
"AD";3;"C43T1";"Afruca_tangeri";0
"AD";10;"C43T2";"Afruca_tangeri";0
"AD";10;"C44T0";"Afruca_tangeri";0
"AD";10;"C44T2";"Afruca_tangeri";3
"AD";3;"C45T1";"Afruca_tangeri";0
"AD";10;"C45T2";"Afruca_tangeri";0
"AD";10;"C46T0";"Afruca_tangeri";0
"AD";3;"C46T1";"Afruca_tangeri";0
"AD";10;"C46T2";"Afruca_tangeri";0
"BI";11;"C4BI1";"Afruca_tangeri";0
"BI";11;"C4BI10";"Afruca_tangeri";0
"BI";11;"C4BI11";"Afruca_tangeri";0
"BI";11;"C4BI12";"Afruca_tangeri";0
"BI";11;"C4BI2";"Afruca_tangeri";0
"BI";11;"C4BI3";"Afruca_tangeri";0
"BI";11;"C4BI4";"Afruca_tangeri";0
"BI";11;"C4BI5";"Afruca_tangeri";0
"BI";11;"C4BI6";"Afruca_tangeri";0
"BI";11;"C4BI7";"Afruca_tangeri";0
"BI";11;"C4BI8";"Afruca_tangeri";1
"BI";11;"C4BI9";"Afruca_tangeri";0
"BR";11;"C4BR1";"Afruca_tangeri";0
"BR";11;"C4BR10";"Afruca_tangeri";0
"BR";11;"C4BR11";"Afruca_tangeri";0
"BR";11;"C4BR12";"Afruca_tangeri";0
"BR";11;"C4BR2";"Afruca_tangeri";0
"BR";11;"C4BR3";"Afruca_tangeri";0
"BR";11;"C4BR4";"Afruca_tangeri";0
"BR";11;"C4BR5";"Afruca_tangeri";0
"BR";11;"C4BR6";"Afruca_tangeri";0
"BR";11;"C4BR7";"Afruca_tangeri";0
"BR";11;"C4BR8";"Afruca_tangeri";0
"BR";11;"C4BR9";"Afruca_tangeri";0
"E";11;"C4E1";"Afruca_tangeri";0
"E";11;"C4E10";"Afruca_tangeri";0
"E";11;"C4E11";"Afruca_tangeri";1
"E";11;"C4E12";"Afruca_tangeri";0
"E";11;"C4E2";"Afruca_tangeri";0
"E";11;"C4E3";"Afruca_tangeri";2
"E";11;"C4E4";"Afruca_tangeri";0
"E";11;"C4E5";"Afruca_tangeri";2
"E";11;"C4E6";"Afruca_tangeri";0
"E";11;"C4E7";"Afruca_tangeri";0
"E";11;"C4E8";"Afruca_tangeri";0
"E";11;"C4E9";"Afruca_tangeri";0
"AD";10;"C51T0";"Afruca_tangeri";0
"AD";3;"C51T1";"Afruca_tangeri";0
"AD";10;"C51T2";"Afruca_tangeri";0
"AD";10;"C52T0";"Afruca_tangeri";0
"AD";3;"C52T1";"Afruca_tangeri";0
"AD";10;"C52T2";"Afruca_tangeri";0
"AD";10;"C53T0";"Afruca_tangeri";0
"AD";3;"C53T1";"Afruca_tangeri";0
"AD";10;"C53T2";"Afruca_tangeri";0
"AD";10;"C54T0";"Afruca_tangeri";0
"AD";3;"C54T1";"Afruca_tangeri";0
"AD";10;"C54T2";"Afruca_tangeri";0
"AD";10;"C55T0";"Afruca_tangeri";0
"AD";3;"C55T1";"Afruca_tangeri";0
"AD";10;"C55T2";"Afruca_tangeri";0
"AD";10;"C56T2";"Afruca_tangeri";0
"A";12;"C5A1";"Afruca_tangeri";0
"A";12;"C5A10";"Afruca_tangeri";0
"A";12;"C5A11";"Afruca_tangeri";0
"A";12;"C5A12";"Afruca_tangeri";0
"A";12;"C5A2";"Afruca_tangeri";1
"A";12;"C5A3";"Afruca_tangeri";0
"A";12;"C5A4";"Afruca_tangeri";2
"A";12;"C5A5";"Afruca_tangeri";0
"A";12;"C5A6";"Afruca_tangeri";0
"A";12;"C5A7";"Afruca_tangeri";0
"A";12;"C5A8";"Afruca_tangeri";0
"A";12;"C5A9";"Afruca_tangeri";0
"AB";12;"C5AB1";"Afruca_tangeri";0
"AB";12;"C5AB10";"Afruca_tangeri";0
"AB";12;"C5AB11";"Afruca_tangeri";0
"AB";12;"C5AB12";"Afruca_tangeri";0
"AB";12;"C5AB2";"Afruca_tangeri";1
"AB";12;"C5AB3";"Afruca_tangeri";0
"AB";12;"C5AB4";"Afruca_tangeri";0
"AB";12;"C5AB5";"Afruca_tangeri";0
"AB";12;"C5AB6";"Afruca_tangeri";0
"AB";12;"C5AB7";"Afruca_tangeri";0
"AB";12;"C5AB8";"Afruca_tangeri";0
"AB";12;"C5AB9";"Afruca_tangeri";0
"BI";12;"C5BI1";"Afruca_tangeri";0
"BI";12;"C5BI10";"Afruca_tangeri";0
"BI";12;"C5BI11";"Afruca_tangeri";0
"BI";12;"C5BI12";"Afruca_tangeri";0
"BI";12;"C5BI2";"Afruca_tangeri";1
"BI";12;"C5BI3";"Afruca_tangeri";0
"BI";12;"C5BI4";"Afruca_tangeri";1
"BI";12;"C5BI5";"Afruca_tangeri";0
"BI";12;"C5BI6";"Afruca_tangeri";0
"BI";12;"C5BI7";"Afruca_tangeri";0
"BI";12;"C5BI8";"Afruca_tangeri";0
"BI";12;"C5BI9";"Afruca_tangeri";0
"BR";12;"C5BR1";"Afruca_tangeri";0
"BR";12;"C5BR10";"Afruca_tangeri";0
"BR";12;"C5BR11";"Afruca_tangeri";0
"BR";12;"C5BR12";"Afruca_tangeri";1
"BR";12;"C5BR2";"Afruca_tangeri";0
"BR";12;"C5BR3";"Afruca_tangeri";0
"BR";12;"C5BR4";"Afruca_tangeri";0
"BR";12;"C5BR5";"Afruca_tangeri";0
"BR";12;"C5BR6";"Afruca_tangeri";0
"BR";12;"C5BR7";"Afruca_tangeri";0
"BR";12;"C5BR8";"Afruca_tangeri";0
"BR";12;"C5BR9";"Afruca_tangeri";0
"E";12;"C5E1";"Afruca_tangeri";0
"E";12;"C5E10";"Afruca_tangeri";0
"E";12;"C5E11";"Afruca_tangeri";0
"E";12;"C5E12";"Afruca_tangeri";2
"E";12;"C5E2";"Afruca_tangeri";0
"E";12;"C5E3";"Afruca_tangeri";0
"E";12;"C5E4";"Afruca_tangeri";0
"E";12;"C5E5";"Afruca_tangeri";0
"E";12;"C5E6";"Afruca_tangeri";1
"E";12;"C5E7";"Afruca_tangeri";0
"E";12;"C5E8";"Afruca_tangeri";0
"E";12;"C5E9";"Afruca_tangeri";1
"AD";10;"C61T0";"Afruca_tangeri";0
"AD";3;"C61T1";"Afruca_tangeri";0
"AD";10;"C61T2";"Afruca_tangeri";2
"AD";10;"C62T0";"Afruca_tangeri";0
"AD";3;"C62T1";"Afruca_tangeri";0
"AD";10;"C62T2";"Afruca_tangeri";1
"AD";10;"C63T0";"Afruca_tangeri";0
"AD";3;"C63T1";"Afruca_tangeri";0
"AD";10;"C63T2";"Afruca_tangeri";0
"AD";3;"C64T1";"Afruca_tangeri";0
"AD";10;"C64T2";"Afruca_tangeri";0
"AD";3;"C65T1";"Afruca_tangeri";0
"AD";10;"C65T2";"Afruca_tangeri";0
"AD";10;"C66T0";"Afruca_tangeri";0
"AD";10;"C66T2";"Afruca_tangeri";0
"BI";1;"C6BI1";"Afruca_tangeri";0
"BI";1;"C6BI10";"Afruca_tangeri";0
"BI";1;"C6BI11";"Afruca_tangeri";0
"BI";1;"C6BI12";"Afruca_tangeri";0
"BI";1;"C6BI2";"Afruca_tangeri";0
"BI";1;"C6BI3";"Afruca_tangeri";0
"BI";1;"C6BI4";"Afruca_tangeri";0
"BI";1;"C6BI5";"Afruca_tangeri";0
"BI";1;"C6BI6";"Afruca_tangeri";0
"BI";1;"C6BI7";"Afruca_tangeri";0
"BI";1;"C6BI8";"Afruca_tangeri";0
"BI";1;"C6BI9";"Afruca_tangeri";0
"BR";1;"C6BR1";"Afruca_tangeri";0
"BR";1;"C6BR10";"Afruca_tangeri";0
"BR";1;"C6BR11";"Afruca_tangeri";0
"BR";1;"C6BR12";"Afruca_tangeri";0
"BR";1;"C6BR2";"Afruca_tangeri";0
"BR";1;"C6BR3";"Afruca_tangeri";0
"BR";1;"C6BR4";"Afruca_tangeri";0
"BR";1;"C6BR5";"Afruca_tangeri";0
"BR";1;"C6BR6";"Afruca_tangeri";0
"BR";1;"C6BR7";"Afruca_tangeri";0
"BR";1;"C6BR8";"Afruca_tangeri";0
"BR";1;"C6BR9";"Afruca_tangeri";0
"E";1;"C6E1";"Afruca_tangeri";0
"E";1;"C6E10";"Afruca_tangeri";0
"E";1;"C6E11";"Afruca_tangeri";0
"E";1;"C6E12";"Afruca_tangeri";0
"E";1;"C6E2";"Afruca_tangeri";0
"E";1;"C6E3";"Afruca_tangeri";3
"E";1;"C6E4";"Afruca_tangeri";0
"E";1;"C6E5";"Afruca_tangeri";2
"E";1;"C6E6";"Afruca_tangeri";2
"E";1;"C6E7";"Afruca_tangeri";0
"E";1;"C6E8";"Afruca_tangeri";0
"E";1;"C6E9";"Afruca_tangeri";0
"A";3;"C7A1";"Afruca_tangeri";0
"A";3;"C7A10";"Afruca_tangeri";0
"A";3;"C7A11";"Afruca_tangeri";0
"A";3;"C7A12";"Afruca_tangeri";0
"A";3;"C7A2";"Afruca_tangeri";0
"A";3;"C7A3";"Afruca_tangeri";0
"A";3;"C7A4";"Afruca_tangeri";0
"A";3;"C7A5";"Afruca_tangeri";0
"A";3;"C7A6";"Afruca_tangeri";0
"A";3;"C7A7";"Afruca_tangeri";0
"A";3;"C7A8";"Afruca_tangeri";0
"A";3;"C7A9";"Afruca_tangeri";0
"AB";3;"C7AB1";"Afruca_tangeri";0
"AB";3;"C7AB10";"Afruca_tangeri";0
"AB";3;"C7AB11";"Afruca_tangeri";0
"AB";3;"C7AB12";"Afruca_tangeri";0
"AB";3;"C7AB2";"Afruca_tangeri";0
"AB";3;"C7AB3";"Afruca_tangeri";0
"AB";3;"C7AB4";"Afruca_tangeri";0
"AB";3;"C7AB5";"Afruca_tangeri";0
"AB";3;"C7AB6";"Afruca_tangeri";0
"AB";3;"C7AB7";"Afruca_tangeri";0
"AB";3;"C7AB8";"Afruca_tangeri";0
"AB";3;"C7AB9";"Afruca_tangeri";0
"A";4;"C8A1";"Afruca_tangeri";0
"A";4;"C8A10";"Afruca_tangeri";0
"A";4;"C8A11";"Afruca_tangeri";0
"A";4;"C8A12";"Afruca_tangeri";0
"A";4;"C8A2";"Afruca_tangeri";0
"A";4;"C8A3";"Afruca_tangeri";0
"A";4;"C8A4";"Afruca_tangeri";0
"A";4;"C8A5";"Afruca_tangeri";1
"A";4;"C8A6";"Afruca_tangeri";0
"A";4;"C8A7";"Afruca_tangeri";0
"A";4;"C8A8";"Afruca_tangeri";0
"A";4;"C8A9";"Afruca_tangeri";0
"AB";4;"C8AB1";"Afruca_tangeri";0
"AB";4;"C8AB10";"Afruca_tangeri";0
"AB";4;"C8AB11";"Afruca_tangeri";0
"AB";4;"C8AB12";"Afruca_tangeri";0
"AB";4;"C8AB2";"Afruca_tangeri";0
"AB";4;"C8AB3";"Afruca_tangeri";0
"AB";4;"C8AB4";"Afruca_tangeri";0
"AB";4;"C8AB5";"Afruca_tangeri";0
"AB";4;"C8AB6";"Afruca_tangeri";0
"AB";4;"C8AB7";"Afruca_tangeri";0
"AB";4;"C8AB8";"Afruca_tangeri";1
"AB";4;"C8AB9";"Afruca_tangeri";0
"BI";4;"C9BI1";"Afruca_tangeri";0
"BI";4;"C9BI10";"Afruca_tangeri";0
"BI";4;"C9BI11";"Afruca_tangeri";0
"BI";4;"C9BI12";"Afruca_tangeri";0
"BI";4;"C9BI2";"Afruca_tangeri";0
"BI";4;"C9BI3";"Afruca_tangeri";0
"BI";4;"C9BI4";"Afruca_tangeri";0
"BI";4;"C9BI5";"Afruca_tangeri";0
"BI";4;"C9BI6";"Afruca_tangeri";0
"BI";4;"C9BI7";"Afruca_tangeri";0
"BI";4;"C9BI8";"Afruca_tangeri";0
"BI";4;"C9BI9";"Afruca_tangeri";0
"BR";4;"C9BR1";"Afruca_tangeri";0
"BR";4;"C9BR10";"Afruca_tangeri";0
"BR";4;"C9BR11";"Afruca_tangeri";0
"BR";4;"C9BR12";"Afruca_tangeri";0
"BR";4;"C9BR2";"Afruca_tangeri";0
"BR";4;"C9BR3";"Afruca_tangeri";0
"BR";4;"C9BR4";"Afruca_tangeri";0
"BR";4;"C9BR5";"Afruca_tangeri";0
"BR";4;"C9BR6";"Afruca_tangeri";0
"BR";4;"C9BR7";"Afruca_tangeri";1
"BR";4;"C9BR8";"Afruca_tangeri";0
"BR";4;"C9BR9";"Afruca_tangeri";0
"E";4;"C9E1";"Afruca_tangeri";0
"E";4;"C9E10";"Afruca_tangeri";0
"E";4;"C9E11";"Afruca_tangeri";0
"E";4;"C9E12";"Afruca_tangeri";2
"E";4;"C9E2";"Afruca_tangeri";0
"E";4;"C9E3";"Afruca_tangeri";0
"E";4;"C9E4";"Afruca_tangeri";0
"E";4;"C9E5";"Afruca_tangeri";2
"E";4;"C9E6";"Afruca_tangeri";0
"E";4;"C9E7";"Afruca_tangeri";0
"E";4;"C9E8";"Afruca_tangeri";1
"E";4;"C9E9";"Afruca_tangeri";0
"A";1;"CA1";"Afruca_tangeri";0
"A";1;"CA2";"Afruca_tangeri";0
"A";1;"CA3";"Afruca_tangeri";0
"A";1;"CA4";"Afruca_tangeri";0
"A";1;"CA5";"Afruca_tangeri";0
"A";1;"CA6";"Afruca_tangeri";0
"A";1;"CA7";"Afruca_tangeri";0
"A";1;"CA8";"Afruca_tangeri";0
"AB";1;"CAB1";"Afruca_tangeri";0
"AB";1;"CAB2";"Afruca_tangeri";0
"AB";1;"CAB3";"Afruca_tangeri";0
"AB";1;"CAB4";"Afruca_tangeri";0
"AB";1;"CAB5";"Afruca_tangeri";0
"AB";1;"CAB6";"Afruca_tangeri";0
"AB";1;"CAB7";"Afruca_tangeri";0
"BI";2;"CBI1";"Afruca_tangeri";2
"BI";2;"CBI10";"Afruca_tangeri";0
"BI";2;"CBI11";"Afruca_tangeri";0
"BI";2;"CBI12";"Afruca_tangeri";0
"BI";2;"CBI13";"Afruca_tangeri";0
"BI";2;"CBI14";"Afruca_tangeri";0
"BI";2;"CBI15";"Afruca_tangeri";0
"BI";2;"CBI16";"Afruca_tangeri";0
"BI";2;"CBI2";"Afruca_tangeri";0
"BI";2;"CBI3";"Afruca_tangeri";0
"BI";2;"CBI4";"Afruca_tangeri";0
"BI";2;"CBI5";"Afruca_tangeri";0
"BI";2;"CBI6";"Afruca_tangeri";0
"BI";2;"CBI7";"Afruca_tangeri";0
"BI";2;"CBI8";"Afruca_tangeri";0
"BI";2;"CBI9";"Afruca_tangeri";0
"BR";2;"CBR1";"Afruca_tangeri";0
"BR";2;"CBR10";"Afruca_tangeri";0
"BR";2;"CBR11";"Afruca_tangeri";0
"BR";2;"CBR12";"Afruca_tangeri";0
"BR";2;"CBR13";"Afruca_tangeri";0
"BR";2;"CBR14";"Afruca_tangeri";0
"BR";2;"CBR15";"Afruca_tangeri";0
"BR";2;"CBR16";"Afruca_tangeri";0
"BR";2;"CBR2";"Afruca_tangeri";0
"BR";2;"CBR3";"Afruca_tangeri";0
"BR";2;"CBR4";"Afruca_tangeri";0
"BR";2;"CBR5";"Afruca_tangeri";0
"BR";2;"CBR6";"Afruca_tangeri";0
"BR";2;"CBR7";"Afruca_tangeri";0
"BR";2;"CBR8";"Afruca_tangeri";0
"BR";2;"CBR9";"Afruca_tangeri";0
"E";2;"CE1";"Afruca_tangeri";0
"E";2;"CE10";"Afruca_tangeri";3
"E";2;"CE11";"Afruca_tangeri";0
"E";2;"CE12";"Afruca_tangeri";0
"E";2;"CE13";"Afruca_tangeri";0
"E";2;"CE14";"Afruca_tangeri";0
"E";2;"CE15";"Afruca_tangeri";0
"E";2;"CE16";"Afruca_tangeri";0
"E";2;"CE2";"Afruca_tangeri";0
"E";2;"CE3";"Afruca_tangeri";0
"E";2;"CE4";"Afruca_tangeri";1
"E";2;"CE5";"Afruca_tangeri";3
"E";2;"CE6";"Afruca_tangeri";0
"E";2;"CE7";"Afruca_tangeri";1
"E";2;"CE8";"Afruca_tangeri";0
"E";2;"CE9";"Afruca_tangeri";2
"AD";2;"JP_6_1";"Afruca_tangeri";0
"AD";2;"JP_6_10";"Afruca_tangeri";0
"AD";2;"JP_6_2";"Afruca_tangeri";0
"AD";2;"JP_6_3";"Afruca_tangeri";0
"AD";2;"JP_6_4";"Afruca_tangeri";0
"AD";2;"JP_6_5";"Afruca_tangeri";0
"AD";2;"JP_6_6";"Afruca_tangeri";0
"AD";2;"JP_6_7";"Afruca_tangeri";0
"AD";2;"JP_6_8";"Afruca_tangeri";0
"AD";2;"JP_6_9";"Afruca_tangeri";0
"AD";2;"JP_9_1";"Afruca_tangeri";0
"AD";2;"JP_9_10";"Afruca_tangeri";0
"AD";2;"JP_9_2";"Afruca_tangeri";0
"AD";2;"JP_9_3";"Afruca_tangeri";0
"AD";2;"JP_9_4";"Afruca_tangeri";0
"AD";2;"JP_9_5";"Afruca_tangeri";0
"AD";2;"JP_9_6";"Afruca_tangeri";0
"AD";2;"JP_9_7";"Afruca_tangeri";0
"AD";2;"JP_9_8";"Afruca_tangeri";0
"AD";2;"JP_9_9";"Afruca_tangeri";0
"AD";10;"C11T0";"Alpheidae";0
"AD";3;"C11T1";"Alpheidae";0
"AD";10;"C11T2";"Alpheidae";0
"AD";10;"C12T0";"Alpheidae";0
"AD";3;"C12T1";"Alpheidae";0
"AD";10;"C12T2";"Alpheidae";0
"AD";3;"C13T1";"Alpheidae";0
"AD";10;"C13T2";"Alpheidae";0
"AD";10;"C14T2";"Alpheidae";0
"AD";3;"C15T1";"Alpheidae";0
"AD";10;"C15T2";"Alpheidae";0
"AD";10;"C16T0";"Alpheidae";0
"AD";3;"C16T1";"Alpheidae";0
"AD";10;"C16T2";"Alpheidae";0
"AD";3;"C21T1";"Alpheidae";0
"AD";10;"C21T2";"Alpheidae";0
"AD";10;"C22T0";"Alpheidae";0
"AD";3;"C22T1";"Alpheidae";0
"AD";10;"C22T2";"Alpheidae";0
"AD";10;"C23T2";"Alpheidae";0
"AD";10;"C24T0";"Alpheidae";0
"AD";3;"C24T1";"Alpheidae";0
"AD";10;"C24T2";"Alpheidae";0
"AD";10;"C25T0";"Alpheidae";0
"AD";3;"C25T1";"Alpheidae";0
"AD";10;"C25T2";"Alpheidae";0
"AD";3;"C26T1";"Alpheidae";0
"AD";10;"C26T2";"Alpheidae";0
"A";2;"C2A1";"Alpheidae";0
"A";2;"C2A10";"Alpheidae";0
"A";2;"C2A11";"Alpheidae";0
"A";2;"C2A12";"Alpheidae";0
